name,colour,fuel,Has_Waranty,is_private_use,is_commercial_use,brand,price_npr,transmission_type,drivetrain,make_year,mileage_kmpl,engine_cc,kilometer_run
Hyundai tucson,blue,Diesel,0,1,0,Hyundai,2350000,Manual,4WD,2009,12.0,2000.0,73000
Fresh Condition I10 Magna 1.2 2013 Model For Sell,cream,Petrol,0,0,0,Hyundai,1700000,Manual,2WD,2013,14.0,1200.0,62000
Urgent Sale Tata xenon Doible cabin 4 WD 2015,silver,Diesel,0,0,0,Tata,1400000,Manual,4WD,2015,15.0,2200.0,130000
Hyundai Creta 2022 model,white,Diesel,0,0,0,Hyundai,4800000,Manual,2WD,2022,15.0,1200.0,50000
hilux on sale,white,Petrol,0,1,0,Toyota,7600000,Automatic,4WD,2017,15.0,2700.0,65000
suzuki brezza zdi+,grey,Diesel,0,1,0,Maruti Suzuki,3100000,Manual,2WD,2017,18.0,1248.0,56000
Tata Sumo Victa 2008,silver,Diesel,0,0,0,Tata,975000,Manual,2WD,2008,15.0,1948.0,56000
I10 Magna 2009,black,Petrol,0,0,0, 9851008482,1350000,Manual,2WD,2009,15.0,1197.0,50000
Eicher terra 16xp tipper sasto ma bikrima,yellow,Diesel,0,0,0,Eicher,3700000,Unknown,Unknown,2021,15.0,4898.0,3700
suzuki alto,silver,Petrol,0,1,0,Maruti Suzuki,699000,Automatic,2WD,2007,15.0,800.0,50000
Tata indica 500000 9860462630,black,Petrol,0,0,0,Tata,500000,Automatic,2WD,2007,15.0,1500.0,50000
Swift Dzire 2010 Model,grey,Petrol,0,0,0,Maruti Suzuki,1400000,Unknown,Unknown,2010,15.0,1300.0,61000
Ufo jeep for sale,Other,Petrol,0,0,0,Other Chinese Brands,1500000,Manual,2WD,2010,15.0,1600.0,86000
Excellent Condition Maruti Suzuki Alto 800 On Sale,grey,Petrol,0,0,0,Unknown,1250000,Manual,2WD,2015,15.0,800.0,40352
omni cargo van 2012 for sale,white,Petrol,0,0,1,Maruti Suzuki,525000,Manual,2WD,2012,10.0,800.0,8200
good condition somu gold ex 2016 ko fresh xa,red,Diesel,0,0,0,Tata,1500000,Manual,2WD,2016,14.0,2900.0,80000
good condition bolero dubele cap 4Ã—4,white,Diesel,0,0,0,Mahindra,1750000,Manual,4WD,2018,12.0,2523.0,60000
Double Cabin bolero on Sell with full condition,Unknown,Diesel,0,0,0,Mahindra,1350000,Automatic,4WD,2014,15.0,1200.0,50000
Like New 2021 Suzuki Wagon R up for sale,grey,Petrol,0,0,0,Maruti Suzuki,2275000,Manual,2WD,2021,15.0,1000.0,15000
Hyundai I 10 Megna car On sell.,silver,Petrol,0,0,0,Hyundai,1325000,Automatic,2WD,2009,15.0,1200.0,70000
Swift Zxi 2015 Model With Push Bottom On Sale,red,Petrol,0,0,0,Maruti Suzuki,2149999,Manual,2WD,2015,16.0,1200.0,41100
2017 model bolero flat body sale or exng with car,white,Petrol,0,0,0,Mahindra,1450000,Manual,2WD,2017,15.0,2500.0,53000
Maruti Suzuki Alto,silver,Petrol,0,0,0,Maruti Suzuki,1100000,Unknown,Unknown,2011,17.0,1000.0,58000
Honda City Zxi,silver,Petrol,0,0,0,Honda,1100000,Manual,2WD,2007,15.0,1500.0,75000
Nissan Patrol Automatic,silver,Diesel,0,0,0,Nissan,11500000,Automatic,4WD,2014,15.0,3000.0,50000
Hyundai i20 Active,silver,Petrol,0,0,1,Hyundai,2500000,Manual,2WD,2016,15.0,1200.0,81000
Daihatsu terios 2014 model for sale,white,Petrol,0,0,0,Daihatsu,4300000,Manual,4WD,2014,15.0,1500.0,59000
Santro For Sale,black,Petrol,0,1,0,Hyundai,1150000,Manual,2WD,2007,13.0,1096.0,57000
2007 model maruti sujuki 800 car,white,Petrol,0,0,0,Maruti Suzuki,515000,Automatic,2WD,2007,19.0,796.0,50000
2002 model maruti 800 car,white,Petrol,0,0,0,Maruti Suzuki,365000,Automatic,2WD,2002,18.0,796.0,56000
Cargo Van,white,Petrol,0,0,0,Maruti Suzuki,350000,Automatic,2WD,2010,10.0,800.0,80000
Crane,Unknown,Petrol,0,0,0,Other Brands,2500000,Manual,2WD,2010,15.0,1200.0,50000
Swift Vxi 2009,blue,Petrol,0,0,0,Maruti Suzuki,1385000,Manual,2WD,2009,14.0,1300.0,76500
Tata Ace xL,cream,Diesel,0,0,1,Tata,950000,Manual,2WD,2020,15.0,700.0,28250
MG ZS EV 2021 model,white,Electric,0,0,0,Other Brands,5100000,Automatic,2WD,2021,15.0,1200.0,50000
Jimny Suv,Other,Petrol,0,1,0,Maruti Suzuki,1700000,Manual,4WD,1998,18.0,1200.0,98000
Santro,grey,Petrol,0,0,0,Hyundai,2225000,Manual,2WD,2021,15.0,1086.0,15000
Hyundai i20 Asta 1.4 Automatic for Sale!!!,marron,Petrol,0,0,0,Hyundai,1800000,Automatic,2WD,2010,15.0,1400.0,76342
Hyundai Santro Era 2021,grey,Petrol,0,0,0,9851008482,2225000,Manual,2WD,2021,15.0,1100.0,15000
Hyundai Santro 2014 Silver,silver,Petrol,0,0,0,Hyundai,1600000,Manual,2WD,2014,14.0,1186.0,35000
For Sale,Unknown,Diesel,0,0,0,Eicher,650000,Automatic,4WD,2015,15.0,1200.0,50000
nissan supersaloon sedan car,Other,Petrol,0,0,0,Nissan,1250000,Manual,2WD,2006,13.0,1596.0,69000
Swift Zxi 2016,Unknown,Petrol,0,0,0,Maruti Suzuki,2260000,Manual,2WD,2016,15.0,1200.0,42000
2011 BOLERO DOUBLE CAB 4WD,white,Diesel,0,0,0,Mahindra,950000,Manual,4WD,2011,12.0,2523.0,77000
Single Hand 2015 Swift dzire zxi,grey,Petrol,0,0,0,Maruti Suzuki,2100000,Manual,2WD,2015,14.0,1197.0,47000
Single hand 2010 i20 asta,grey,Petrol,0,0,0,Hyundai,1575000,Manual,2WD,2010,13.0,1197.0,58000
Modified Small Hatchback Daihatshu cuore!,blue,Petrol,0,0,0,Daihatsu,575000,Manual,2WD,1997,12.0,850.0,98521
14 model Bolero is in sale,white,Diesel,0,0,0,Mahindra,1050000,Manual,2WD,2014,10.0,2900.0,50000
Ecosport Signature 2018,blue,Petrol,0,0,0,9851008482,3550000,Manual,2WD,2018,15.0,1500.0,50000
Tata Zest 2017,silver,Petrol,0,0,1,Tata,2400000,Manual,2WD,2017,15.0,1200.0,29000
Hyundai eon era+,blue,Petrol,0,0,0,Hyundai,1075000,Manual,2WD,2013,22.0,814.0,45000
Scorpio S4 Urgently Sell Ma,white,Diesel,0,0,1,Mahindra,2650000,Automatic,2WD,2015,15.0,2179.0,155000
Ford Figo Titanium 2013,white,Petrol,0,1,0,Ford,1200000,Manual,2WD,2013,15.0,1200.0,56000
Automatic Suzuki celerio on sale,blue,Petrol,0,0,0,Maruti Suzuki,1800000,Automatic,2WD,2014,15.0,1000.0,50000
Santro 2010 Fresh,white,Petrol,0,0,1,Hyundai,1300000,Manual,2WD,2010,12.0,1100.0,75000
Toyota Pickup,red,Diesel,0,0,0,Toyota,875000,Automatic,4WD,1997,15.0,2800.0,50000
santro bikrima,grey,Petrol,0,0,0,Hyundai,1025000,Manual,2WD,2006,18.0,1100.0,100000
Suzuki Swift 2007,Unknown,Petrol,0,0,0,Maruti Suzuki,1100000,Manual,2WD,2017,15.0,1300.0,72256
scorpio2015,white,Diesel,0,0,0,Mahindra,1700000,Automatic,4WD,2015,15.0,1200.0,50000
2014 modal ko mahendra sell,Other,Diesel,0,0,0,Mahindra,895000,Automatic,2WD,2014,12.0,5223.0,9800
Hyundai i10 magna 1200 cc on sell,blue,Petrol,0,0,0,Hyundai,1275000,Manual,2WD,2008,14.0,1200.0,62000
Nexon ev xz+,blue,Electric,0,0,0,Tata,3600000,Automatic,2WD,2021,270.0,100.0,25000
Alto taxi,Unknown,Petrol,0,0,0,Maruti Suzuki,2550000,Automatic,2WD,2018,15.0,800.0,50000
Santro full option,silver,Petrol,0,1,0,Hyundai,1035000,Manual,2WD,2006,15.0,1086.0,68500
Ford freestyle titanium 2018,cream,Petrol,0,1,0,Ford,2300000,Automatic,2WD,2018,16.0,1200.0,47000
"Fresh, single handed, driven by doctor i10 sportz",silver,Petrol,0,1,0,Hyundai,1485000,Manual,2WD,2010,14.0,1200.0,46374
KIA SPORTAG on sale,Other,Diesel,0,0,0,Kia,2000000,Automatic,4WD,2006,12.0,2000.0,54000
Hyundai tucson 1991 CC Fully loaded Four wheel 4Ã—4,red,Diesel,0,0,0,Hyundai,2050000,Automatic,4WD,2009,16.0,1991.0,85000
Sonata,silver,Petrol,0,0,0,Hyundai,2700000,Manual,2WD,2010,10.0,2000.0,50000
Kia Niro Ev,silver,Electric,0,0,0,Kia,5500000,Automatic,2WD,2019,15.0,1200.0,46000
Scorpio Pick Up 2016 4wd,silver,Diesel,0,0,0,Unknown,2300000,Manual,4WD,2016,18.0,2500.0,60965
isuzu v-cross,silver,Diesel,0,0,0,Other Brands,4499999,Manual,4WD,2017,15.0,2499.0,56000
Ford Ecosport,black,Petrol,0,0,0,Ford,1770000,Manual,2WD,2015,15.0,1500.0,75000
Land cruiser Prado vx 2017 model,silver,Diesel,0,0,0,Toyota,24000000,Automatic,4WD,2017,15.0,3000.0,78564
2003 model ko Omni seater van on sale,white,Petrol,0,0,1,Maruti Suzuki,400000,Automatic,2WD,2003,14.0,796.0,70000
Toyota Corolla LX exceptional condition for sale,red,Petrol,0,0,0,Toyota,2050000,Manual,2WD,2009,18.0,1200.0,77000
Excellent 2012 ford Figo with 50 percent finance,red,Petrol,0,0,1,Ford,985000,Manual,2WD,2012,12.0,1200.0,52000
Ford EcoSport wanted,white,Petrol,0,0,0,Ford,1800000,Manual,2WD,2016,15.0,1200.0,50000
Excellent Singlehand 2016 breeza,black,Petrol,0,0,1,Maruti Suzuki,2490000,Manual,2WD,2016,18.0,1300.0,47000
Taxi 2004 For Sale,white,Petrol,0,0,0,Maruti Suzuki,699000,Manual,2WD,2004,69000.0,800.0,69000
Excellent Condition Suzuki Swift Vxi 2009 on sale,silver,Petrol,0,0,0,Maruti Suzuki,1375000,Manual,2WD,2009,2025.0,1298.0,50000
Santro 2003 Model,blue,Petrol,0,0,0,Hyundai,775000,Manual,2WD,2003,15.0,1100.0,80000
Ford Eco Sport on sale,white,Petrol,0,0,0,Ford,2150000,Automatic,2WD,2015,14.0,1500.0,42000
Need Hyundai i10,Unknown,Petrol,0,0,0,Hyundai,1400000,Automatic,2WD,2012,15.0,1200.0,50000
i20 2016 urgent sale,blue,Petrol,0,0,0,Hyundai,2400000,Manual,2WD,2016,15.0,1200.0,30000
"urgent sell,9844502651.9813628286",white,Diesel,0,0,0,Mahindra,1500000,Automatic,4WD,2020,50.0,1200.0,50000
urjent,blue,Diesel,0,0,0,Tata,1050000,Automatic,2WD,2021,18.0,800.0,30000
Hyundai I10 magna 2014,grey,Petrol,0,0,0,Hyundai,1750000,Manual,2WD,2014,15.0,1200.0,50000
I20 Magna,silver,Petrol,0,0,0,Hyundai,1450000,Manual,2WD,2010,12.0,1200.0,53000
Isuzu higher lander truck,white,Diesel,0,0,0,Other Brands,4500000,Manual,4WD,2020,11.0,2500.0,55000
car,Unknown,Petrol,0,0,0,Chevrolet,575000,Manual,2WD,2012,15.0,1000.0,25000
yodha ba 18 cha 2125,white,Diesel,0,0,1,Tata,900000,Manual,2WD,2017,10.0,2900.0,50000
6 lakh good condition all tyre new,grey,Petrol,0,0,0,Kia,600000,Automatic,2WD,2004,15.0,1300.0,45000
Ssangyong Rexton Automatic 4WD,black,Diesel,0,0,0,Ssangyong,11000000,Automatic,4WD,2017,15.0,2157.0,35000
Nissan micra 2017 is on sale,silver,Petrol,0,0,0,Nissan,1450000,Manual,2WD,2017,12.0,1200.0,40000
Ecosport Titanium Full Option 2021 Ford,silver,Petrol,0,0,0,Ford,3450000,Manual,2WD,2021,16.0,1497.0,30000
Ford Figo,red,Diesel,0,0,0,Ford,1600000,Manual,4WD,2017,15.0,1656.0,70000
Celerio X ZXI 2018 Maruti Suzuki,white,Petrol,0,0,0,Maruti Suzuki,2150000,Automatic,4WD,2018,20.0,998.0,38000
2008 MODEL TOYOTA PRADO JEEP ON SALE,silver,Diesel,0,1,0,Toyota,7000000,Manual,4WD,2008,6.0,3000.0,110000
Kia Sportage 2010 AWD for sell,grey,Petrol,0,0,0,Kia,2450000,Automatic,4WD,2010,10.0,1998.0,56000
Bolero,white,Diesel,0,0,0,Tata,1600000,Manual,4WD,2016,15.0,2523.0,50000
Honda Amaze 1.2 SMT 2014,blue,Petrol,0,0,0,Honda,1775000,Manual,2WD,2014,15.0,1200.0,57000
Nissan Sunny FE 1998,blue,Diesel,0,0,0,Diesel,425000,Manual,2WD,1998,15.0,2000.0,50000
2014 model single hand alto car,silver,Petrol,0,0,0,Maruti Suzuki,1250000,Manual,2WD,2014,17.0,800.0,23000
Swift VXI 2016,silver,Petrol,0,0,0,Maruti Suzuki,2000000,Manual,2WD,2016,15.0,1200.0,49000
Land Cruiser Prado 1998 On Sale,blue,Diesel,0,0,1,Toyota,3400000,Manual,4WD,1998,10.0,2800.0,146000
Hyundai Creta S 2015,silver,Petrol,0,0,0,Hyundai,2950000,Manual,2WD,2015,15.0,1600.0,50000
Urgent Sale,Other,Diesel,0,0,1,Safari,850000,Automatic,2WD,2006,12.0,2950.0,1500
Second hand isuzu Dmax,white,Diesel,0,0,0,Other Brands,1500000,Manual,2WD,2018,15.0,2999.0,35000
Second hand car,white,Diesel,0,0,0,Tata,1300000,Manual,2WD,2014,15.0,1248.0,50000
brand new suzuki ignis 2022,Other,Petrol,0,0,0,Maruti Suzuki,3474000,Manual,2WD,2022,17.0,1197.0,315
urjent sale,grey,Petrol,0,0,1,Hyundai,1125000,Automatic,2WD,2008,14.0,1086.0,76009
Sale of Car,cream,Petrol,0,0,0,Datsun,1500000,Unknown,Unknown,2017,15.0,1200.0,14000
BMW 318i 2003 Model with Automatic Gear,blue,Petrol,0,0,0,Other Brands,4500000,Automatic,2WD,2003,15.0,2000.0,62000
Nissan Super Saloon 2007 Model,golden,Petrol,0,0,0,Nissan,1250000,Manual,2WD,2007,15.0,1500.0,90000
Ford Endeavour 2016 Model with Automatic Gear,white,Diesel,0,0,0,Ford,8300000,Automatic,4WD,2016,15.0,3200.0,73000
Tata ALTROZ top verient,silver,Petrol,0,0,0,Tata,2900000,Manual,2WD,2021,16.0,1200.0,13000
venue,silver,Petrol,0,0,0,Hyundai,3100000,Manual,2WD,2020,20.0,1200.0,6700
toyota lx 2008,grey,Petrol,0,0,1,Toyota,1950000,Manual,2WD,2008,11.0,1600.0,71000
Hundai tucson 2009 on sell,silver,Diesel,0,0,1,Hyundai,2100000,Manual,4WD,2009,12.0,2000.0,90000
Kia Hiace for sale.,silver,Diesel,0,0,0,Kia,1400000,Manual,2WD,2011,15.0,2600.0,114000
suzuki,red,Petrol,0,0,0,Maruti Suzuki,860000,Manual,2WD,2009,17.0,800.0,50000
Hyundai I10 for sale,grey,Petrol,0,1,0,Hyundai,1850000,Unknown,Unknown,2015,15.0,1100.0,19800
Santro Xing 10 model Gandaki Zone,red,Petrol,0,0,1,Hyundai,1165000,Manual,2WD,2010,50000.0,1075.0,50000
Santro Xing 2007 full option,white,Petrol,0,0,1,Hyundai,950000,Manual,2WD,2007,18.0,1047.0,67000
VW POLO 1.6,silver,Petrol,0,0,0,Volkswagen,2200000,Manual,2WD,2014,2025.0,1600.0,47000
Maruti 2019cargo van,white,Petrol,0,0,0,Maruti Suzuki,685000,Automatic,2WD,2019,12.0,800.0,50000
Cheverolet spark,red,Petrol,0,0,0,american brand,725000,Manual,2WD,2009,15.0,995.0,63000
Creta XsO CVT auto top 2021,white,Petrol,0,0,0,Hyundai,6650000,Automatic,2WD,2021,13.0,1499.0,17000
"VOLKSWAGEN POLO 1.6 , 2014 model, Hatchback",silver,Petrol,0,1,0,Volkswagen,2000000,Unknown,Unknown,2014,15.0,1600.0,21000
Baleno Zeta 2016 Bagmati,white,Petrol,0,0,0,Maruti Suzuki,2250000,Manual,2WD,2016,15.0,1200.0,59000
Excellent Condition Alto 800 Lxi 2015 For Sell,grey,Petrol,0,0,0,Maruti Suzuki,1250000,Manual,2WD,2015,18.0,800.0,40000
omni cargo,Unknown,Petrol,0,0,0,Maruti Suzuki,635000,Manual,2WD,2018,15.0,1200.0,50000
Car,red,Petrol,0,0,0,Other Chinese Brands,1000000,Manual,2WD,2008,15.0,1300.0,20000
chevrolet aveo luxurious car for sale,Other,Petrol,0,0,0,Chevrolet,1050000,Manual,4WD,2008,11.0,1600.0,68000
volkswagen polo highline 1.6 2013,silver,Petrol,0,0,0,Volkswagen,1675000,Manual,2WD,2013,15.0,1600.0,50000
Like a new MG zs,white,Electric,0,0,0,EV,5500000,Automatic,2WD,2021,400.0,110.0,20000
Sell or exchange,Other,Petrol,0,1,0,Ford,1975000,Manual,2WD,2013,15.0,1500.0,31000
car on sale,white,Diesel,0,0,1,Mitsubishi,2250000,Manual,4WD,2007,15.0,2495.0,50000
Tucson 2009 model URGENT sale,blue,Diesel,0,0,0,Hyundai,2300000,Manual,4WD,2009,15.0,1997.0,67000
Mahindra Scorpio S5 4WD,white,Diesel,0,0,0,Mahindra,3900000,Manual,4WD,2017,14.0,2179.0,50000
Hyundai Elantra 2011 Model,blue,Petrol,0,0,0,Hyundai,3000000,Manual,2WD,2011,15.0,1600.0,65000
kia rio fully fresh,silver,Petrol,0,0,1,Kia,875000,Manual,2WD,2007,11.0,1400.0,68000
car,silver,Petrol,0,1,0,Maruti Suzuki,1300000,Manual,2WD,2010,13.0,1200.0,68000
Suzuki WagonR 2016 vxi single hand excellent condi,grey,Petrol,0,0,0,Maruti Suzuki,1650000,Manual,2WD,2016,14.0,1000.0,37000
Suzuki swift 2021 Zxi+ top option single hand,blue,Petrol,0,0,0,Maruti Suzuki,2850000,Manual,2WD,2021,14.0,1200.0,22000
Brand New Brezza 2023 Model,Unknown,Hybrid,0,0,0,Maruti Suzuki,5299000,Manual,2WD,2023,19.0,1462.0,50000
ford ecosport 2014 automatic,silver,Petrol,0,0,0,Ford,2450000,Automatic,2WD,2014,14.0,1200.0,44000
Hyundai Tucson On Sale,marron,Diesel,0,0,0,Hyundai,2150000,Automatic,4WD,2008,2025.0,2000.0,65000
Maruti Suzuki Swift ZXI,silver,Petrol,0,0,0,Maruti Suzuki,2625000,Manual,2WD,2018,15.0,1200.0,33598
Polo on sale,brown,Petrol,0,0,0,Volkswagen,2350000,Manual,2WD,2016,10.0,1699.0,47000
Volkswagen Polo 1.2 Trendline 2012 Model,red,Petrol,0,0,0,Volkswagen,1400000,Manual,2WD,2012,15.0,1200.0,50000
Suzuki Wagon R on sales,red,Petrol,0,0,0,Maruti Suzuki,1100000,Manual,2WD,2010,15.0,1061.0,49565
Eco cargo van: model 2019,Unknown,Petrol,0,0,0,Maruti Suzuki,1250000,Manual,2WD,2019,15.0,1196.0,50000
Hyundai Creta 2016,Unknown,Petrol,0,0,0,Hyundai,3200000,Unknown,Unknown,2016,15.0,1499.0,21500
Scorpio s4 2016 model,blue,Diesel,0,0,0,Mahindra,3100000,Manual,2WD,2016,15.0,2200.0,50000
Grand i10 Asta 2014,grey,Petrol,0,0,0,Hyundai,2090000,Manual,2WD,2014,15.0,1197.0,42000
I10 Megna 2013 red color,red,Petrol,0,0,1,Hyundai,1600000,Manual,2WD,2013,13.0,1200.0,62000
hyundai i 20active s 2016 on cell.,white,Petrol,0,0,0,Hyundai,2499000,Manual,2WD,2016,15.0,1200.0,50000
Kia sonet,Unknown,Petrol,0,0,0,Kia,3230000,Manual,2WD,2021,15.0,1200.0,8500
kia Picanto Ex 2010,Other,Petrol,0,0,0,Kia,1175000,Manual,2WD,2010,15.0,1086.0,50000
Grand i10 Magna 2015,silver,Petrol,0,0,0,Hyundai,2050000,Manual,2WD,2015,15.0,1197.0,39000
Nissan kicks 2021 model,grey,Petrol,0,0,0,Nissan,4100000,Manual,2WD,2021,15.0,1600.0,32000
"2005 model kia picanto fulloption sale,exng bikes",black,Petrol,0,0,0,Kia,795000,Manual,2WD,2005,15.0,1000.0,65000
Brezza ZXI 2019,Unknown,Petrol,0,0,0,Maruti Suzuki,3500000,Manual,2WD,2019,15.0,1200.0,17000
Hyundai grand i10 nios 2021,Unknown,Petrol,0,0,0,Hyundai,2950000,Manual,2WD,2021,13.0,1200.0,6000
2008 model kia sorento fully loaded sale ot exng,silver,Diesel,0,0,0,Kia,2050000,Manual,4WD,2008,15.0,2500.0,65000
maruti van,silver,Petrol,0,0,0,Maruti Suzuki,690000,Automatic,2WD,2012,15.0,800.0,65000
sell for mahindra pick-up bullero 1300000,white,Diesel,0,0,0,Mahindra,1300000,Manual,2WD,2013,18.0,1600.0,81000
"Datsun Redi Go, 2016",grey,Petrol,0,0,0,Datsun,1150000,Manual,2WD,2016,22.0,800.0,17000
Vitara brezza 2023 booking openðŸ˜,red,Hybrid,0,0,0,Maruti Suzuki,5299000,Manual,2WD,2023,19.0,1462.0,314
Nissan Magnite 2021 Urgent sale,white,Petrol,0,1,0,Nissan,2700000,Automatic,2WD,2021,17.5,1000.0,16000
Sale or Exchange: Volkswagen Cross Polo 1.6,silver,Petrol,0,0,0,Volkswagen,2600000,Manual,2WD,2016,15.0,1600.0,23000
Ford Ranger XL 3.2c 2017 Model Single Hand On Sale,silver,Diesel,0,1,0,Ford,5500000,Manual,4WD,2017,11.0,3200.0,61000
hyundai creta 2018 on sale,white,Petrol,0,0,0,Hyundai,3775000,Manual,2WD,2018,2025.0,1500.0,35000
Maruti Suzuki alto k10 vxi.,red,Petrol,0,0,0,Maruti Suzuki,1450000,Automatic,2WD,2016,19.0,998.0,45000
Tata zest XT 2015 model 1200 cc,Unknown,Petrol,0,0,0,Tata,2500000,Manual,2WD,2015,15.0,1200.0,50000
Fiat Punto Dynamic 2013 for Sale,silver,Diesel,0,0,0,Fiat,1100000,Manual,2WD,2013,18.0,1248.0,69500
"I10 Sportz Grey ,2011 Model 2 Hand , 52000 Km Run",grey,Petrol,0,0,0,Hyundai,1580000,Manual,2WD,2011,16.0,1197.0,52000
omni van 8 seater 2016 single hand,silver,Petrol,0,1,0,Maruti Suzuki,850000,Automatic,2WD,2016,16.0,800.0,34000
mahindra supro t4,red,Diesel,0,0,1,Mahindra,750000,Automatic,2WD,2018,13.0,1000.0,75000
i 10 sale 9813637744 fullopson grey ktm rs 1445/-,grey,Petrol,0,0,0,Hyundai,1445000,Manual,2WD,2011,18.0,1200.0,51700
Car,Other,Petrol,0,0,0,Toyota,2500000,Unknown,Unknown,2011,70.0,1200.0,70000
SWIFT ZXI 2014 On Urgent Sale,white,Petrol,0,0,1,Maruti Suzuki,1850000,Manual,2WD,2014,15.0,1197.0,50000
Hyundai Creta 2021 sx ivt top model,Other,Petrol,0,0,0,Hyundai,6500000,Automatic,2WD,2021,15.0,1500.0,6000
skoda laura 2011,black,Diesel,0,0,0,Skoda,1525000,Manual,2WD,2011,10.0,1896.0,70000
Hyundai i10 magna,Other,Petrol,0,0,0,Hyundai,1500000,Automatic,2WD,2011,15.0,1086.0,50000
MG ZS EV 2021 model,white,Electric,0,0,0,Other Brands,5400000,Automatic,2WD,2021,15.0,1200.0,50000
Hyundia I 10 magna,Unknown,Petrol,0,0,0,Hyundai,1700000,Automatic,2WD,2012,15.0,1197.0,48000
Grand i10 Sportz on Sale,grey,Petrol,0,1,0,Hyundai,2475000,Manual,2WD,2018,16.0,1200.0,36500
Ford EcoSport Titanium 2015 Model,silver,Petrol,0,0,0,Ford,2200000,Manual,2WD,2015,15.0,1200.0,50000
Hyundai Tucson 2009 model,green,Diesel,0,0,0,Hyundai,2000000,Manual,4WD,2009,15.0,1200.0,50000
Maruti Omni Van 2018,silver,Petrol,0,0,1,Maruti Suzuki,920000,Automatic,2WD,2018,13.0,796.0,35000
Toyota Etios V,grey,Petrol,0,0,0,Toyota,1700000,Unknown,Unknown,2014,15.0,1500.0,52000
Zen Stailo Vxi 2010,golden,Petrol,0,0,0,Maruti Suzuki,1025000,Manual,2WD,2010,15.0,996.0,51000
Brezza on sale,silver,Petrol,0,0,0,Maruti Suzuki,4200000,Unknown,Unknown,2021,15.0,1500.0,16000
TOYOTA YARIS MADE IN JAPAN,red,Petrol,0,0,0,Toyota,1599000,Manual,2WD,2007,15.0,1496.0,50000
Suzuki Swift VXI 2013,white,Petrol,0,0,0,Maruti Suzuki,1700000,Manual,2WD,2013,15.0,1200.0,50000
Mahindra kuv100 k6,red,Petrol,0,0,0,Mahindra,1750000,Manual,2WD,2016,16.0,1000.0,44532
Datsun Go,grey,Petrol,0,0,0,Datsun,1100000,Automatic,2WD,2014,16.0,1200.0,65000
Suzuki baleno 2017,white,Petrol,0,0,0,Maruti Suzuki,2050000,Manual,2WD,2017,15.0,1200.0,45000
Kia Picanto 2006,blue,Diesel,0,0,0,Kia,950000,Unknown,Unknown,2006,12.0,1086.0,72000
